"ag_id","groupname","year","ag_irrelevant_flag","ag_monop_flag","ag_dominant_flag","ln_ag_area_sqkm","ag_pop","ln_ag_pop","ag_egip_share","ag_excl_share","ag_rlvt_share","ag_irrlvt_share","ag_up2jun_share","ag_excl_incr","ag_excl_decr","ag_onset_ko_flag","ag_onset_ko_terr_flag","ag_onset_ko_gov_flag","ag_incidence_flag","ag_incidence_terr_flag","ag_incidence_gov_flag","ag_incidence_flag_lag","ag_incidence_terr_flag_lag","ag_incidence_gov_flag_lag","ag_warhist","ag_peaceyears","ag_warhist_terr","ag_peaceyears_terr","ag_warhist_gov","ag_peaceyears_gov"
1190119,"Guaraní­ and other eastern indigenous groups",1956,0,0,0,17.5748010448096,126060,5.1005773027896,0,0.274551800729811,0.274551800729811,0.725448199270189,0.274551800729811,0.00257354539981885,0.725448199270189,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
206000,"Arab Americans",1948,1,0,0,,653300,5.81511265818981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
1020102,"Indigenous peoples",1968,0,0,0,16.2790312817548,523650,5.71904110786986,0,0.662713644609949,0.662713644609949,0.337286355390051,0.662713644609949,0,0.0106156710456017,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
1150115,"Indigenous peoples of the Andes",1958,0,0,0,17.8636651270367,4881800,6.68857998305421,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
1190119,"Guaraní­ and other eastern indigenous groups",1957,0,0,0,17.5748010448096,128980,5.11052237260132,0,0.275236470770662,0.275236470770662,0.724763529229338,0.275236470770662,0.00325821544066976,0.724763529229338,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
203000,"African Americans",1946,0,0,0,18.0157869215273,19287860,7.28528404507532,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206000,"Arab Americans",1949,1,0,0,,653300,5.81511265818981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
1020102,"Indigenous peoples",1969,0,0,0,16.2790312817548,542700,5.73455982157948,0,0.66272341993735,0.66272341993735,0.33727658006265,0.66272341993735,9.77532740089193e-06,0.0106058957182008,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
1200120,"Mapuche",2013,0,0,0,17.880567872876,1947850,6.28955550968811,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67,0,67
1150115,"Indigenous peoples of the Andes",1959,0,0,0,17.8636651270367,5012670,6.70006911456788,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
1190119,"Guaraní­ and other eastern indigenous groups",1958,0,0,0,17.5748010448096,131980,5.1205081240261,0,0.275875132595848,0.275875132595848,0.724124867404152,0.275875132595848,0.0038968772658555,0.724124867404152,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
1150115,"Indigenous peoples of the Andes",1960,0,0,0,17.8636651270367,5149250,6.71174397766619,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
203000,"African Americans",1947,0,0,0,18.0157869215273,19287860,7.28528404507532,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
206000,"Arab Americans",1950,1,0,0,,653300,5.81511265818981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
1020102,"Indigenous peoples",1970,0,0,0,16.2790312817548,561800,5.74958173486556,0,0.665058739765041,0.665058739765041,0.334941260234959,0.665058739765041,0.00234509515509155,0.00827057589051015,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
1200120,"Mapuche",2014,0,0,0,17.880567872876,1968390,6.29411115002398,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,68
1200120,"Mapuche",2015,0,0,0,17.880567872876,1988770,6.29858456014475,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69,0,69
1190119,"Guaraní­ and other eastern indigenous groups",1959,0,0,0,17.5748010448096,135060,5.13052674538416,0,0.276395675995854,0.276395675995854,0.723604324004146,0.276395675995854,0.00441742066586134,0.723604324004146,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
203000,"African Americans",1948,0,0,0,18.0157869215273,19287860,7.28528404507532,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
206000,"Arab Americans",1951,1,0,0,,664480,5.8224819137658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
1020102,"Indigenous peoples",1971,0,0,0,16.2790312817548,577110,5.76125859970667,0,0.664847256155672,0.664847256155672,0.335152743844328,0.664847256155672,0.00213361154572284,0.00848205949987886,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
1190119,"Guaraní­ and other eastern indigenous groups",1960,0,0,0,17.5748010448096,138230,5.14060230802033,0,0.276929754756565,0.276929754756565,0.723070245243435,0.276929754756565,0.00495149942657279,0.723070245243435,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
1020102,"Indigenous peoples",1972,0,0,0,16.2790312817548,592690,5.77282759978591,0,0.664394540147463,0.664394540147463,0.335605459852537,0.664394540147463,0.00168089553751387,0.00893477550808783,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
1200120,"Mapuche",2016,0,0,0,17.880567872876,1988770,6.29858456014475,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,70
1150115,"Indigenous peoples of the Andes",1961,0,0,0,17.8636651270367,5292020,6.72362147683693,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
203000,"African Americans",1949,0,0,0,18.0157869215273,19287860,7.28528404507532,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
206000,"Arab Americans",1952,1,0,0,,675960,5.82992099728298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
1190119,"Guaraní­ and other eastern indigenous groups",1961,0,0,0,17.5748010448096,141510,5.15078713096536,0,0.27750688997244,0.27750688997244,0.72249311002756,0.27750688997244,0.00552863464244775,0.72249311002756,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
1200120,"Mapuche",2017,0,0,0,17.880567872876,1988770,6.29858456014475,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,71
203000,"African Americans",1950,0,0,0,18.0157869215273,19287860,7.28528404507532,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
1190119,"Guaraní­ and other eastern indigenous groups",1962,0,0,0,17.5748010448096,144890,5.16103841242296,0,0.278073020912416,0.278073020912416,0.721926979087584,0.278073020912416,0.00609476558242396,0.721926979087584,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
203000,"African Americans",1951,0,0,0,18.0157869215273,19618080,7.29265650119848,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
206000,"Arab Americans",1953,1,0,0,,687250,5.83711474851551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7
1020102,"Indigenous peoples",1973,0,0,0,16.2790312817548,608480,5.78424630806751,0,0.66360439127005,0.66360439127005,0.33639560872995,0.66360439127005,0.000890746660100567,0.00972492438550113,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
1220122,"Whites",1946,0,0,0,19.0077506095477,115737290,8.06347330909868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150115,"Indigenous peoples of the Andes",1962,0,0,0,17.8636651270367,5440670,6.73565238487938,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
1190119,"Guaraní­ and other eastern indigenous groups",1963,0,0,0,17.5748010448096,148370,5.17134609668718,0,0.278560355867089,0.278560355867089,0.721439644132911,0.278560355867089,0.00658210053709668,0.721439644132911,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
1150115,"Indigenous peoples of the Andes",1963,0,0,0,17.8636651270367,5594420,6.74775506783373,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
203000,"African Americans",1952,0,0,0,18.0157869215273,19956920,7.30009351639932,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
206000,"Arab Americans",1954,1,0,0,,699440,5.84475046538034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8
1020102,"Indigenous peoples",1974,0,0,0,16.2790312817548,624380,5.79544898338982,0,0.662433133668599,0.662433133668599,0.337566866331401,0.662433133668599,0,0.0108961819869518,0,0,0,0,0,0,0,0,0,0,28,0,28,0,28
1220122,"Whites",1947,0,0,0,19.0077506095477,115737290,8.06347330909868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1190119,"Guaraní­ and other eastern indigenous groups",1964,0,0,0,17.5748010448096,151950,5.18170070441596,0,0.279039157617637,0.279039157617637,0.720960842382363,0.279039157617637,0.00706090228764502,0.720960842382363,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
1150115,"Indigenous peoples of the Andes",1964,0,0,0,17.8636651270367,5752600,6.75986417694011,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
206000,"Arab Americans",1955,1,0,0,,711900,5.852418992937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9
1020102,"Indigenous peoples",1975,0,0,0,16.2790312817548,640330,5.80640384936321,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,29
1220122,"Whites",1948,0,0,0,19.0077506095477,115737290,8.06347330909868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
1190119,"Guaraní­ and other eastern indigenous groups",1965,0,0,0,17.5748010448096,155650,5.19214912501853,0,0.279473176999679,0.279473176999679,0.720526823000321,0.279473176999679,0.00749492166968641,0.720526823000321,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
1150115,"Indigenous peoples of the Andes",1965,0,0,0,17.8636651270367,5914390,6.77190995888869,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
203000,"African Americans",1953,0,0,0,18.0157869215273,20290180,7.30728589980121,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7
206000,"Arab Americans",1956,1,0,0,,724660,5.86013428966282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
1020102,"Indigenous peoples",1976,0,0,0,16.2790312817548,656290,5.81709578689001,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
1220122,"Whites",1949,0,0,0,19.0124813171696,115737290,8.06347330909868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
1190119,"Guaraní­ and other eastern indigenous groups",1966,0,0,0,17.5748010448096,159500,5.2027606873932,0,0.280062695924765,0.280062695924765,0.719937304075235,0.280062695924765,0.00808444059477254,0.719937304075235,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
203000,"African Americans",1954,0,0,0,18.0157869215273,20650170,7.31492363128337,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8
1020102,"Indigenous peoples",1977,0,0,0,16.2790312817548,672270,5.82754373132737,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
1190119,"Guaraní­ and other eastern indigenous groups",1967,0,0,0,17.5748010448096,163470,5.21343806262377,0,0.280601945311066,0.280601945311066,0.719398054688934,0.280601945311066,0.0086236899810739,0.719398054688934,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
1020102,"Indigenous peoples",1978,0,0,0,16.2790312817548,688210,5.83772097882439,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
1220122,"Whites",1950,0,0,0,19.0124813171696,115737290,8.06347330909868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
1150115,"Indigenous peoples of the Andes",1966,0,0,0,17.8636651270367,6079560,6.78387214892951,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
1150115,"Indigenous peoples of the Andes",1967,0,0,0,17.8636651270367,6248640,6.79578550458145,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
203000,"African Americans",1955,0,0,0,18.0157869215273,21018140,7.32259428050869,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9
206000,"Arab Americans",1957,1,0,0,,737870,5.86797985334629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
206000,"Arab Americans",1958,1,0,0,,750310,5.87524073468937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
1220122,"Whites",1951,0,0,0,19.0124813171696,117765560,8.07101830158171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
1190119,"Guaraní­ and other eastern indigenous groups",1968,0,0,0,17.5748010448096,167560,5.22417035168918,0,0.281033659584626,0.281033659584626,0.718966340415374,0.281033659584626,0.00905540425463405,0.718966340415374,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
1220122,"Whites",1952,0,0,0,19.0124813171696,119921740,8.07889792126548,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
1150115,"Indigenous peoples of the Andes",1968,0,0,0,17.8636651270367,6422150,6.80768044501926,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
203000,"African Americans",1956,0,0,0,18.0157869215273,21394600,7.33030417119309,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
206000,"Arab Americans",1959,1,0,0,,762960,5.88250176962638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
1020102,"Indigenous peoples",1979,0,0,0,16.2790312817548,703990,5.84756649014259,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
1190119,"Guaraní­ and other eastern indigenous groups",1969,0,0,0,17.5748010448096,171780,5.23497259840524,0,0.281464664105251,0.281464664105251,0.718535335894749,0.281464664105251,0.00948640877525855,0.718535335894749,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
1020102,"Indigenous peoples",1980,0,0,0,16.2790312817548,719560,5.85706701311972,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
206000,"Arab Americans",1960,1,0,0,,775140,5.8893801486178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
1190119,"Guaraní­ and other eastern indigenous groups",1970,0,0,0,17.5748010448096,176150,5.24588264751726,0,0.281862049389725,0.281862049389725,0.718137950610275,0.281862049389725,0.00988379405973231,0.718137950610275,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
206000,"Arab Americans",1961,1,0,0,,788100,5.89658132750573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
1220122,"Whites",1953,0,0,0,19.0124813171696,122013220,8.08640688856003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7
1150115,"Indigenous peoples of the Andes",1969,0,0,0,17.8636651270367,6600560,6.81958078320742,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
203000,"African Americans",1957,0,0,0,18.0157869215273,21784860,7.33815477329528,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
1190119,"Guaraní­ and other eastern indigenous groups",1971,0,0,0,17.5748010448096,180480,5.25642908230325,0,0.28197030141844,0.28197030141844,0.71802969858156,0.28197030141844,0.00999204608844736,0.71802969858156,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
203000,"African Americans",1958,0,0,0,18.0157869215273,22151950,7.3454119624762,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
1020102,"Indigenous peoples",1981,0,0,0,16.2790312817548,734890,5.86622233776696,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
1220122,"Whites",1954,0,0,0,19.0124813171696,124286070,8.09442245558334,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8
1150115,"Indigenous peoples of the Andes",1970,0,0,0,17.8636651270367,6784410,6.83151208561616,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
206000,"Arab Americans",1962,1,0,0,,800320,5.90326367005041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
1190119,"Guaraní­ and other eastern indigenous groups",1972,0,0,0,17.5748010448096,184910,5.2669603985977,0,0.28192093450868,0.28192093450868,0.71807906549132,0.28192093450868,0.00994267917868754,0.71807906549132,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
206000,"Arab Americans",1963,1,0,0,,811920,5.90951323949959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
1020102,"Indigenous peoples",1982,0,0,0,16.2790312817548,750000,5.8750612633917,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
1220122,"Whites",1955,0,0,0,19.0124813171696,126580580,8.1023670813071,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9
1150115,"Indigenous peoples of the Andes",1971,0,0,0,17.8636651270367,6972200,6.84336983650603,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
203000,"African Americans",1959,0,0,0,18.0157869215273,22525360,7.35267174059512,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
1190119,"Guaraní­ and other eastern indigenous groups",1973,0,0,0,17.5748010448096,189450,5.27749460961101,0,0.281815782528372,0.281815782528372,0.718184217471628,0.281815782528372,0.00983752719837925,0.718184217471628,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
203000,"African Americans",1960,0,0,0,18.0157869215273,22885230,7.35955528151005,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
206000,"Arab Americans",1964,1,0,0,,823270,5.9155422899872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
1020102,"Indigenous peoples",1983,0,0,0,16.2790312817548,765030,5.88367846597584,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37
1190119,"Guaraní­ and other eastern indigenous groups",1974,0,0,0,17.5748010448096,194100,5.28802553538836,0,0.281710458526533,0.281710458526533,0.718289541473467,0.281710458526533,0.00973220319654036,0.718289541473467,0,0,0,0,0,0,0,0,0,0,28,0,28,0,28
1020102,"Indigenous peoples",1984,0,0,0,16.2790312817548,780120,5.8921614120871,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
1220122,"Whites",1956,0,0,0,19.0124813171696,128910950,8.11028980891739,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
1150115,"Indigenous peoples of the Andes",1972,0,0,0,17.8636651270367,7165080,6.85522104377239,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
1150115,"Indigenous peoples of the Andes",1973,0,0,0,17.8636651270367,7362840,6.86704536303651,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
203000,"African Americans",1961,0,0,0,18.0157869215273,23267770,7.36675476218218,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
206000,"Arab Americans",1965,1,0,0,,833630,5.92097333527409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
1190119,"Guaraní­ and other eastern indigenous groups",1975,0,0,0,17.5748010448096,198880,5.29859111129757,0,0.281777956556718,0.281777956556718,0.718222043443282,0.281777956556718,0.00979970122672526,0.718222043443282,0,0,0,0,0,0,0,0,0,0,29,0,29,0,29
206000,"Arab Americans",1966,0,0,0,,843310,5.92598725023706,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
1020102,"Indigenous peoples",1985,0,0,0,16.2790312817548,795400,5.90058558664996,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
1220122,"Whites",1957,0,0,0,19.0124813171696,131418600,8.11865683634778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
1150115,"Indigenous peoples of the Andes",1974,0,0,0,17.8636651270367,7565220,6.8788215620217,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,28
1190119,"Guaraní­ and other eastern indigenous groups",1976,0,0,0,17.5748010448096,203780,5.30916155790464,0,0.281970752772598,0.281970752772598,0.718029247227402,0.281970752772598,0.00999249744260554,0.718029247227402,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
203000,"African Americans",1962,0,0,0,18.0157869215273,23628390,7.37343413052204,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
206000,"Arab Americans",1967,0,0,0,,852550,5.93071985873471,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
1020102,"Indigenous peoples",1986,0,0,0,16.2790312817548,810830,5.90892980883378,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,40
1220122,"Whites",1958,0,0,0,19.0124813171696,133730400,8.12623014362335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
1150115,"Indigenous peoples of the Andes",1975,0,0,0,17.8636651270367,7771890,6.89052664515329,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,29
1190119,"Guaraní­ and other eastern indigenous groups",1977,0,0,0,17.5748010448096,208800,5.31973049433022,0,0.28227969348659,0.28227969348659,0.71772030651341,0.28227969348659,0.0103014381565977,0.71772030651341,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
203000,"African Americans",1963,0,0,0,18.0157869215273,23970900,7.37968434015364,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
206000,"Arab Americans",1968,0,0,0,,861100,5.93505358923106,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
1020102,"Indigenous peoples",1987,0,0,0,16.2790312817548,826380,5.91717979786933,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,41
1220122,"Whites",1959,0,0,0,19.0724149067785,136052840,8.13370761177881,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
1190119,"Guaraní­ and other eastern indigenous groups",1978,0,0,0,17.5748010448096,213930,5.33027169116751,0,0.282802785958024,0.282802785958024,0.717197214041976,0.282802785958024,0.0108245306280313,0.717197214041976,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
1220122,"Whites",1960,0,0,0,19.0724149067785,138290750,8.14079313196537,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
1150115,"Indigenous peoples of the Andes",1976,0,0,0,17.8636651270367,7982850,6.90215796883208,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
203000,"African Americans",1964,0,0,0,18.0157869215273,24306190,7.38571688843389,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
206000,"Arab Americans",1969,0,0,0,,869560,5.93929955387168,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
1020102,"Indigenous peoples",1988,0,0,0,16.2790312817548,842240,5.92543586326182,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,42
1150115,"Indigenous peoples of the Andes",1977,0,0,0,17.8636651270367,8197830,6.91369890802446,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
1190119,"Guaraní­ and other eastern indigenous groups",1979,0,0,0,17.5748010448096,219160,5.34076129176267,0,0.283582770578573,0.283582770578573,0.716417229421427,0.283582770578573,0.0116045152485804,0.716417229421427,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
203000,"African Americans",1965,0,0,0,18.0157869215273,24611960,7.39114620058983,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
206000,"Arab Americans",1970,0,0,0,,879750,5.94435927550723,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
1020102,"Indigenous peoples",1989,0,0,0,16.2790312817548,858590,5.9337858259439,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,43,0,43,0,43
1220122,"Whites",1961,0,0,0,19.0724149067785,140639390,8.14810697405358,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
1150115,"Indigenous peoples of the Andes",1978,0,0,0,17.8636651270367,8415680,6.92508921339755,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
1190119,"Guaraní­ and other eastern indigenous groups",1980,0,0,0,17.5748010448096,224480,5.35117765368429,0,0.284657875980043,0.284657875980043,0.715342124019957,0.284657875980043,0.0126796206500504,0.715342124019957,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
203000,"African Americans",1966,0,0,0,18.0157869215273,24897850,7.39616184615396,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
206000,"Arab Americans",1971,0,0,0,,887690,5.94826132749629,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
1220122,"Whites",1962,0,0,0,19.0724149067785,142855690,8.1548975431884,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
1190119,"Guaraní­ and other eastern indigenous groups",1981,0,0,0,17.5748010448096,229880,5.36150118846166,0,0.286018792413433,0.286018792413433,0.713981207586567,0.286018792413433,0.0140405370834407,0.713981207586567,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
1220122,"Whites",1963,0,0,0,19.0724149067785,144974650,8.16129206894119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
1150115,"Indigenous peoples of the Andes",1979,0,0,0,17.8636651270367,8635010,6.93626284484989,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
203000,"African Americans",1967,0,0,0,18.0157869215273,25170440,7.40089080743958,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
206000,"Arab Americans",1972,0,0,0,,895650,5.95213833023746,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
1020102,"Indigenous peoples",1990,0,0,0,16.2790312817548,875530,5.94227103175726,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,44,0,44,0,44
1190119,"Guaraní­ and other eastern indigenous groups",1982,0,0,0,17.5748010448096,235390,5.3717880089022,0,1,1,0,1,0.728021744670008,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
1020102,"Indigenous peoples",1991,0,0,0,16.2790312817548,893210,5.95095357660328,0,1,1,0,1,0.337566866331401,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,45
1220122,"Whites",1964,0,0,0,19.0724149067785,147060000,8.16749456163572,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
