"ag_id","groupname","year","ag_irrelevant_flag","ag_monop_flag","ag_dominant_flag","ln_ag_area_sqkm","ag_pop","ln_ag_pop","ag_egip_share","ag_excl_share","ag_rlvt_share","ag_irrlvt_share","ag_up2jun_share","ag_excl_incr","ag_excl_decr","ag_onset_ko_flag","ag_onset_ko_terr_flag","ag_onset_ko_gov_flag","ag_incidence_flag","ag_incidence_terr_flag","ag_incidence_gov_flag","ag_incidence_flag_lag","ag_incidence_terr_flag_lag","ag_incidence_gov_flag_lag","ag_warhist","ag_peaceyears","ag_warhist_terr","ag_peaceyears_terr","ag_warhist_gov","ag_peaceyears_gov"
3080308,"Palestinian Arabs",1947,0,0,0,16.5075993796004,762800,5.88241068437397,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3102000,"Whites",1994,1,0,0,16.0238408647372,12950,4.11226976841727,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
3510351,"Zomis (Chins)",1990,0,0,0,16.8198856215614,1742220,6.2411029949617,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,1,21,0,43
3050305,"Alawi",2000,0,0,0,15.9243704732527,2115930,6.32550129610578,0.982315104942035,0.0176848950579651,1,0,0.0176848950579651,0,0.982315104942035,0,0,0,0,0,0,0,0,0,0,54,0,54,0,54
3550355,"Gujarati (non-SC/ST)",1977,0,0,0,17.9975973964816,12164020,7.08507712553675,0.357211678376063,0.642788321623937,1,0,0.642788321623937,0.642788321623937,0.00674471481308995,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
3560356,"Oriya (non-SC/ST)",2009,0,0,0,17.6783206819654,449233680,8.65247230878672,0.994724994795582,0.00527500520441833,1,0,0.00527500520441833,0.00527500520441833,0.000104362266558123,0,0,0,0,0,0,0,0,0,4,14,4,14,0,62
3550355,"Gujarati (non-SC/ST)",1978,0,0,0,17.9975973964816,12499650,7.09689785259232,0.355915565635838,0.644084434364162,1,0,0.644084434364162,0.644084434364162,0.00544860207286457,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
3102000,"Whites",1995,1,0,0,16.0238408647372,13150,4.11892575282578,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
3510351,"Zomis (Chins)",1991,0,0,0,16.8198856215614,1764500,6.24662166269599,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,1,22,0,44
3050305,"Alawi",2001,0,0,0,15.9243704732527,2177170,6.33789234138809,0.982532370003261,0.0174676299967389,1,0,0.0174676299967389,0,0.982532370003261,0,0,0,0,0,0,0,0,0,0,55,0,55,0,55
3560356,"Oriya (non-SC/ST)",2010,0,0,0,17.6783206819654,455512170,8.65849998458726,0.994720558179598,0.00527944182040186,1,0,0.00527944182040186,0.00527944182040186,9.99256505745998e-05,0,0,0,0,0,0,0,0,0,4,15,4,15,0,63
3050305,"Alawi",2002,0,0,0,15.9243704732527,2243860,6.35099575671773,0.982761847887123,0.0172381521128769,1,0,0.0172381521128769,0,0.982761847887123,0,0,0,0,0,0,0,0,0,0,56,0,56,0,56
3570357,"Other Backward Classes/Castes",2005,0,0,0,18.4985916412132,244983350,8.38913656906314,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,0,59
3102000,"Whites",1996,1,0,0,16.0238408647372,13330,4.12483014941386,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
3510351,"Zomis (Chins)",1992,0,0,0,16.8198856215614,1799050,6.25504323361922,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,1,23,0,45
3560356,"Oriya (non-SC/ST)",2011,0,0,0,17.6783206819654,461792550,8.6644469222581,0.994715137782106,0.00528486221789416,1,0,0.00528486221789416,0.00528486221789416,9.45052530822959e-05,0,0,0,0,0,0,0,0,0,4,16,4,16,0,64
3550355,"Gujarati (non-SC/ST)",1979,0,0,0,17.9975973964816,12851300,7.10894706185173,0.354448188121046,0.645551811878954,1,0,0.645551811878954,0.645551811878954,0.00398122455807289,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
3570357,"Other Backward Classes/Castes",2006,0,0,0,18.4985916412132,248657290,8.39560119616572,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,60
3102000,"Whites",1997,1,0,0,16.0238408647372,13500,4.13033376849501,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
3510351,"Zomis (Chins)",1993,0,0,0,16.8198856215614,1833670,6.26332117971217,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,1,24,0,46
3050305,"Alawi",2003,0,0,0,15.9243704732527,2313060,6.36418689836982,0.982987903469862,0.0170120965301376,1,0,0.0170120965301376,0,0.982987903469862,0,0,0,0,0,0,0,0,0,0,57,0,57,0,57
3550355,"Gujarati (non-SC/ST)",1980,0,0,0,17.9975973964816,13208130,7.12084133478569,0.353119631620827,0.646880368379173,1,0,0.646880368379173,0.646880368379173,0.00265266805785425,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
3560356,"Oriya (non-SC/ST)",2012,0,0,0,17.6783206819654,467756770,8.67002008190666,0.994740642663494,0.00525935733650632,1,0,0.00525935733650632,0.00525935733650632,0.000120010134470135,0,0,0,0,0,0,0,0,0,4,17,4,17,0,65
3570357,"Other Backward Classes/Castes",2007,0,0,0,18.4985916412132,252316290,8.4019452902668,0.983131965042764,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,0,61
3102000,"Whites",1998,1,0,0,16.0238408647372,13660,4.13545069934551,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
3510351,"Zomis (Chins)",1994,0,0,0,16.8198856215614,1868730,6.27154655767593,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,25,0,47
3050305,"Alawi",2004,0,0,0,15.9243704732527,2380600,6.37668642926192,0.983205914475342,0.0167940855246577,1,0,0.0167940855246577,0,0.983205914475342,0,0,0,0,0,0,0,0,0,0,58,0,58,0,58
3550355,"Gujarati (non-SC/ST)",1981,0,0,0,17.9975973964816,13567700,7.13250623218674,0.351989651893836,0.648010348106164,1,0,0.648010348106164,0.648010348106164,0.00152268833086287,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
3560356,"Oriya (non-SC/ST)",2013,0,0,0,17.6783206819654,473635690,8.67544442045907,0.99476243017075,0.00523756982924999,1,0,0.00523756982924999,0.00523756982924999,0.000141797641726469,0,0,0,0,0,0,0,0,0,4,18,4,18,0,66
3570357,"Other Backward Classes/Castes",2008,0,0,0,18.4985916412132,255965300,8.408181094062,0.983060985219481,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,0,62
3102000,"Whites",1999,1,0,0,16.0238408647372,13820,4.14050804303818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
3510351,"Zomis (Chins)",1995,0,0,0,16.8198856215614,1911720,6.28142428367243,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,1,26,0,48
3050305,"Alawi",2005,0,0,0,15.9243704732527,2443460,6.38800523392222,0.983416957920326,0.0165830420796739,1,0,0.0165830420796739,0,0.983416957920326,0,0,0,0,0,0,0,0,0,0,59,0,59,0,59
3560356,"Oriya (non-SC/ST)",2014,0,0,0,17.6783206819654,479472310,8.68076353129512,0.994781930159846,0.00521806984015406,1,0,0.00521806984015406,0.00521806984015406,0.000161297630822392,0,0,0,0,0,0,0,0,0,4,19,4,19,0,67
3550355,"Gujarati (non-SC/ST)",1982,0,0,0,17.9975973964816,13933180,7.14405024771181,0.350967977159557,0.649032022840443,1,0,0.649032022840443,0.649032022840443,0.000501013596584029,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
3570357,"Other Backward Classes/Castes",2009,0,0,0,18.4985916412132,259610460,8.4143221866983,0.982994098157678,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63,0,63
3102000,"Whites",2000,1,0,0,16.0238408647372,13990,4.14581771449183,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
3560356,"Oriya (non-SC/ST)",2015,0,0,0,17.6783206819654,485296850,8.68600747237431,0.994800172306909,0.00519982769309135,1,0,0.00519982769309135,0.00519982769309135,0.000179539777885104,0,0,0,0,0,0,0,0,0,4,20,4,20,0,68
3510351,"Zomis (Chins)",1996,0,0,0,16.8198856215614,1946910,6.28934587581033,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,1,27,0,49
3600360,"Pashtuns",2003,0,0,0,17.6307432703749,32336200,7.50968898229901,1,0.71037969829479,1,0,0.71037969829479,0.71037969829479,0.28962030170521,1,0,1,1,0,1,0,0,0,1,6,0,57,1,6
3550355,"Gujarati (non-SC/ST)",1983,0,0,0,17.9975973964816,14305890,7.15551488136991,0.350017370467688,0.649982629532312,1,0,0.649982629532312,0.649982629532312,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37
3570357,"Other Backward Classes/Castes",2010,0,0,0,18.4985916412132,263254910,8.42037648001335,0.982929473186274,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,0,64
3560356,"Oriya (non-SC/ST)",2016,0,0,0,17.6783206819654,485296850,8.68600747237431,0.994800172306909,0.00519982769309135,1,0,0.00519982769309135,0.00519982769309135,0.000179539777885104,1,1,0,1,1,0,0,0,0,4,21,4,21,0,69
3570357,"Other Backward Classes/Castes",2011,0,0,0,18.4985916412132,266900120,8.42634876904913,0.982866736815255,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,65
3640364,"Kashmiri Muslims",1955,0,0,0,18.4039397757067,50840860,7.70621288826465,1,0.950193997505156,1,0,0.950193997505156,0,0.00159986472899772,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8
3510351,"Zomis (Chins)",1997,0,0,0,16.8198856215614,1975000,6.29556709996248,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,1,28,0,50
3600360,"Pashtuns",2004,0,0,0,17.6307432703749,32707740,7.51465053680496,1,0.714785246550205,1,0,0.714785246550205,0.714785246550205,0.285214753449795,0,0,0,1,0,1,1,0,1,2,0,0,58,2,0
3550355,"Gujarati (non-SC/ST)",1984,0,0,0,17.9975973964816,14688660,7.16698217828516,0.349065197233784,0.650934802766216,1,0,0.650934802766216,0.650934802766216,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
3640364,"Kashmiri Muslims",1956,0,0,0,18.4039397757067,51821970,7.71451391856619,1,0.949911977487541,1,0,0.949911977487541,0,0.00188188474661349,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9
3510351,"Zomis (Chins)",1998,0,0,0,16.8198856215614,1952910,6.2906822292561,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29,1,29,0,51
3560356,"Oriya (non-SC/ST)",2017,0,0,0,17.6783206819654,485296850,8.68600747237431,0.994800172306909,0.00519982769309135,1,0,0.00519982769309135,0.00519982769309135,0.000179539777885104,0,0,0,1,1,0,1,1,0,5,0,5,0,0,70
3600360,"Pashtuns",2005,0,0,0,17.6307432703749,33089470,7.51968981104263,1,0.719165946145405,1,0,0.719165946145405,0.719165946145405,0.280834053854595,0,0,0,1,0,1,1,0,1,2,0,0,59,2,0
3550355,"Gujarati (non-SC/ST)",1985,0,0,0,17.9975973964816,15083210,7.17849377766984,0.348079752254328,0.651920247745672,1,0,0.651920247745672,0.651920247745672,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
3570357,"Other Backward Classes/Castes",2012,0,0,0,18.4985916412132,270349040,8.43192483174984,0.982885384020598,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,66
3570357,"Other Backward Classes/Castes",1946,0,0,0,18.4985917333792,1179300,6.07162429853975,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570357,"Other Backward Classes/Castes",2013,0,0,0,18.4985916412132,273750890,8.43735553979872,0.982892475710307,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67,0,67
3640364,"Kashmiri Muslims",1957,0,0,0,18.4039397757067,52837550,7.72294267180871,1,0.949643198823564,1,0,0.949643198823564,0,0.00215066341059008,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
3510351,"Zomis (Chins)",1999,0,0,0,16.8198856215614,1982500,6.29721319598964,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,1,30,0,52
3600360,"Pashtuns",2006,0,0,0,17.6307432703749,33483160,7.52482643814445,1,0.723557752613553,1,0,0.723557752613553,0.723557752613553,0.276442247386447,0,0,0,1,0,1,1,0,1,2,0,0,60,2,0
3550355,"Gujarati (non-SC/ST)",1986,0,0,0,17.9975973964816,15489520,7.1900379597488,0.347063046498536,0.652936953501464,1,0,0.652936953501464,0.652936953501464,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,40
3570357,"Other Backward Classes/Castes",1947,0,0,0,18.4985917333792,63102950,7.80004966255276,0.981311491776533,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3550355,"Gujarati (non-SC/ST)",1987,0,0,0,17.9975973964816,15905350,7.20154323027433,0.346079778187842,0.653920221812158,1,0,0.653920221812158,0.653920221812158,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,41
3570357,"Other Backward Classes/Castes",2014,0,0,0,18.4985916412132,277129120,8.44268216270338,0.982894760391835,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,68
3640364,"Kashmiri Muslims",1958,0,0,0,18.4039397757067,53887540,7.73148835823305,1,0.949386258864294,1,0,0.949386258864294,0,0.00240760336985996,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
3510351,"Zomis (Chins)",2000,0,0,0,16.8198856215614,2011730,6.30356969239849,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,1,31,0,53
3600360,"Pashtuns",2007,0,0,0,17.6307432703749,33886920,7.53003209737703,1,0.727916257954397,1,0,0.727916257954397,0.727916257954397,0.272083742045603,0,0,0,1,0,1,1,0,1,2,0,0,61,2,0
3570357,"Other Backward Classes/Castes",1948,0,0,0,18.4837577440691,63102950,7.80004966255276,0.981311491776533,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
3600360,"Pashtuns",2008,0,0,0,17.6307432703749,34755850,7.54102791421799,1,0.722650719231439,1,0,0.722650719231439,0.722650719231439,0.277349280768561,0,0,0,1,0,1,1,0,1,2,0,0,62,2,0
3550355,"Gujarati (non-SC/ST)",1988,0,0,0,17.9975973964816,16327740,7.21292607613573,0.345229039658887,0.654770960341113,1,0,0.654770960341113,0.654770960341113,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,42
3640364,"Kashmiri Muslims",1959,0,0,0,18.4039397757067,54971480,7.74013742965594,1,0.949139990409572,1,0,0.949139990409572,0,0.00265387182458162,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
3510351,"Zomis (Chins)",2001,0,0,0,16.8198856215614,2145270,6.33148195951877,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,32,1,32,0,54
3570357,"Other Backward Classes/Castes",1949,0,0,0,18.483757815519,62799660,7.79795729245497,0.98122123591115,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
3510351,"Zomis (Chins)",2002,0,0,0,16.8198856215614,2184280,6.33930830924358,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,1,33,0,55
3550355,"Gujarati (non-SC/ST)",1989,0,0,0,17.9975973964816,16752790,7.22408714454914,0.344629163261761,0.655370836738239,1,0,0.655370836738239,0.655370836738239,0,0,0,0,0,0,0,0,0,0,0,43,0,43,0,43
3570357,"Other Backward Classes/Castes",2015,0,0,0,18.4985916412132,280500130,8.44793306686943,0.982897013274111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69,0,69
3640364,"Kashmiri Muslims",1960,0,0,0,18.4039397757067,56185170,7.74962169925084,1,0.947279504538297,1,0,0.947279504538297,0,0.0045143576958568,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
3600360,"Pashtuns",2009,0,0,0,17.6307432703749,35411700,7.54914677631748,1,0.722195206668982,1,0,0.722195206668982,0.722195206668982,0.277804793331018,0,0,0,1,0,1,1,0,1,2,0,0,63,2,0
3570357,"Other Backward Classes/Castes",2016,0,0,0,18.4985916412132,280500130,8.44793306686943,0.982897013274111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,70
3570357,"Other Backward Classes/Castes",1950,0,0,0,18.4985916412132,62799660,7.79795729245497,0.98122123591115,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
3640364,"Kashmiri Muslims",1961,0,0,0,18.4039397757067,57345950,7.75850275170964,1,0.946926330455769,1,0,0.946926330455769,0,0.00486753177838511,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
3510351,"Zomis (Chins)",2003,0,0,0,16.8198856215614,2223590,6.34705471224789,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,1,34,0,56
3600360,"Pashtuns",2010,0,0,0,17.6307432703749,36078270,7.55724570438357,1,0.721736657550376,1,0,0.721736657550376,0.721736657550376,0.278263342449624,0,0,0,1,0,1,1,0,1,2,0,0,64,2,0
3550355,"Gujarati (non-SC/ST)",1990,0,0,0,17.9975973964816,17177680,7.23496450808456,0.344349760852455,0.655650239147545,1,0,0.655650239147545,0.655650239147545,0,0,0,0,0,0,0,0,0,0,0,44,0,44,0,44
3570357,"Other Backward Classes/Castes",1951,0,0,0,18.4985916412132,63865280,7.80526482056223,0.981290303589055,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
3550355,"Gujarati (non-SC/ST)",1991,0,0,0,17.9975973964816,17600500,7.24552500555032,0.344410101985739,0.655589898014261,1,0,0.655589898014261,0.655589898014261,6.03411332839952e-05,0,0,0,0,0,0,0,0,0,0,45,0,45,0,45
3570357,"Other Backward Classes/Castes",2017,0,0,0,18.4985916412132,280500130,8.44793306686943,0.982897013274111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,71
3640364,"Kashmiri Muslims",1962,0,0,0,18.4039397757067,58552110,7.76754255004622,1,0.946592701783078,1,0,0.946592701783078,0,0.00520116045107565,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
3510351,"Zomis (Chins)",2004,0,0,0,16.8198856215614,2263270,6.35473636682062,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35,1,35,0,57
3600360,"Pashtuns",2011,0,0,0,17.6307432703749,36756930,7.56533923123048,1,0.721273784290473,1,0,0.721273784290473,0.721273784290473,0.278726215709527,0,0,0,1,0,1,1,0,1,2,0,0,65,2,0
3570357,"Other Backward Classes/Castes",1952,0,0,0,18.4985916412132,64983470,7.81280289816957,0.981346794807972,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
3550355,"Gujarati (non-SC/ST)",1992,0,0,0,17.9975973964816,18021730,7.25579647884008,0.34476545814414,0.65523454185586,1,0,0.65523454185586,0.65523454185586,0.000415697291685389,0,0,0,0,0,0,0,0,0,0,46,0,46,0,46
3580358,"Scheduled Tribes",1946,0,0,0,18.5200778613996,2437220,6.38689473331834,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640364,"Kashmiri Muslims",1963,0,0,0,18.4039397757067,59808310,7.77676153075111,1,0.946278869942989,1,0,0.946278869942989,0,0.00551499229116448,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
3510351,"Zomis (Chins)",2005,0,0,0,16.8198856215614,2302890,6.36227319391997,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,36,1,36,0,58
3570357,"Other Backward Classes/Castes",1953,0,0,0,18.4985916412132,66151730,7.82054120634104,0.981392776878246,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7
3510351,"Zomis (Chins)",2006,0,0,0,16.8198856215614,2342470,6.36967403758847,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,1,37,0,59
3600360,"Pashtuns",2012,0,0,0,17.6307432703749,37651530,7.57578262879851,1,0.719229205293915,1,0,0.719229205293915,0.719229205293915,0.280770794706085,0,0,0,1,0,1,1,0,1,2,0,0,66,2,0
3550355,"Gujarati (non-SC/ST)",1993,0,0,0,17.9975973964816,18443970,7.26585440714718,0.345337798749402,0.654662201250598,1,0,0.654662201250598,0.654662201250598,0.00098803789694652,0,0,0,0,0,0,0,0,0,0,47,0,47,0,47
3580358,"Scheduled Tribes",1947,0,0,0,18.5200778613996,33399040,7.52373398391652,0.927027243896831,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3640364,"Kashmiri Muslims",1964,0,0,0,18.4039397757067,61143630,7.78635121852765,1,0.946009093670101,1,0,0.946009093670101,0,0.00578476856405296,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
3570357,"Other Backward Classes/Castes",1954,0,0,0,18.4985916412132,67364260,7.82842954339648,0.981433775120516,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8
3600360,"Pashtuns",2013,0,0,0,17.6307432703749,38571550,7.58626709136595,1,0.717115075748836,1,0,0.717115075748836,0.717115075748836,0.282884924251164,0,0,0,1,0,1,1,0,1,2,0,0,67,2,0
3580358,"Scheduled Tribes",1948,0,0,0,18.5059716544073,33399040,7.52373398391652,0.927027243896831,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
3570357,"Other Backward Classes/Castes",1955,0,0,0,18.4985916412132,68620720,7.83645527056053,0.981469882566082,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9
3580358,"Scheduled Tribes",1949,0,0,0,18.5059717222945,33247400,7.52175768844204,0.926694418210146,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
3640364,"Kashmiri Muslims",1965,0,0,0,18.4039397757067,62538390,7.79614669649252,1,0.945764033899817,1,0,0.945764033899817,0,0.00602982833433663,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
3640364,"Kashmiri Muslims",1966,0,0,0,18.4039397757067,63961060,7.80591565251535,1,0.945576886937146,1,0,0.945576886937146,0,0.00621697529700818,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
3800380,"Newars",1960,0,0,0,15.6994804452114,866990,5.93801408828375,0.694402472923563,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
3600360,"Pashtuns",2014,0,0,0,17.6307432703749,39495590,7.59654860586476,0.284775338208646,0.715224661791354,1,0,0.715224661791354,0.715224661791354,0.284775338208646,0,0,0,1,0,1,1,0,1,2,0,0,68,2,0
3550355,"Gujarati (non-SC/ST)",1994,0,0,0,17.9975973964816,18871150,7.27579836669573,0.34602501702334,0.65397498297666,1,0,0.65397498297666,0.65397498297666,0.00167525617088481,0,0,0,0,0,0,0,0,0,0,48,0,48,0,48
3550355,"Gujarati (non-SC/ST)",1995,0,0,0,17.9975973964816,19305790,7.285687577813,0.346756594783223,0.653243405216777,1,0,0.653243405216777,0.653243405216777,0.00240683393076802,0,0,0,0,0,0,0,0,0,0,49,0,49,0,49
3570357,"Other Backward Classes/Castes",1956,0,0,0,18.4985916412132,69921930,7.84461340728055,0.98150151175747,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
3580358,"Scheduled Tribes",1950,0,0,0,18.5200777644429,33247400,7.52175768844204,0.926694418210146,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
3800380,"Newars",1961,0,0,0,15.6994804452114,880730,5.94484278981722,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
3600360,"Pashtuns",2015,0,0,0,17.6307432703749,40407710,7.60646423864991,0.286259726176019,0.713740273823981,1,0,0.713740273823981,0.713740273823981,0.286259726176019,0,0,0,1,0,1,1,0,1,2,0,0,69,2,0
3570357,"Other Backward Classes/Castes",1957,0,0,0,18.4985916412132,71269580,7.85290419945614,0.981535600462357,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
3600360,"Pashtuns",2016,0,0,0,17.6307432703749,40407710,7.60646423864991,0.286259726176019,0.713740273823981,1,0,0.713740273823981,0.713740273823981,0.286259726176019,0,0,0,1,0,1,1,0,1,2,0,0,70,2,0
3550355,"Gujarati (non-SC/ST)",1996,0,0,0,17.9975973964816,19748090,7.29552509780688,0.347512594888923,0.652487405111077,1,0,0.652487405111077,0.652487405111077,0.00316283403646839,1,0,1,1,0,1,0,0,0,0,50,0,50,0,50
3580358,"Scheduled Tribes",1951,0,0,0,18.5200777644429,33804650,7.52897644378181,0.926949103155927,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
3640364,"Kashmiri Muslims",1967,0,0,0,18.4039397757067,65422350,7.8157261401207,1,0.945393890619949,1,0,0.945393890619949,0,0.00639997161420532,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
3800380,"Newars",1962,0,0,0,15.6994804452114,895680,5.95215287678607,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
3570357,"Other Backward Classes/Castes",1958,0,0,0,18.4985916412132,72663950,7.86131900234278,0.981565824593901,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
3800380,"Newars",1963,0,0,0,15.6994804452114,911730,5.95986624526807,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
3600360,"Pashtuns",2017,0,0,0,17.6307432703749,40407710,7.60646423864991,0.286259726176019,0.713740273823981,1,0,0.713740273823981,0.713740273823981,0.286259726176019,0,0,0,1,0,1,1,0,1,2,0,0,71,2,0
3550355,"Gujarati (non-SC/ST)",1997,0,0,0,17.9975973964816,20195890,7.30526299657865,0.348310968221752,0.651689031778248,1,0,0.651689031778248,0.651689031778248,0.003961207369297,0,0,0,1,0,1,1,0,1,1,0,0,51,1,0
3580358,"Scheduled Tribes",1952,0,0,0,18.5200777644429,34390770,7.53644189966637,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
3640364,"Kashmiri Muslims",1968,0,0,0,18.4039397757067,66923390,7.8255779320065,1,0.945215566635223,1,0,0.945215566635223,0,0.00657829559893125,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
3570357,"Other Backward Classes/Castes",1959,0,0,0,18.4985916412132,74104200,7.8698428231633,0.981594160654862,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
3640364,"Kashmiri Muslims",1969,0,0,0,18.4039397757067,68465430,7.83547134010596,1,0.945041168951981,1,0,0.945041168951981,0,0.00675269328217342,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
3800380,"Newars",1964,0,0,0,15.6994804452114,928640,5.96784738642162,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
3620362,"Baluchis",1946,1,0,0,17.7260649949161,504680,5.70301609438746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550355,"Gujarati (non-SC/ST)",1998,0,0,0,17.9975973964816,20646300,7.31484223354405,0.34917006921337,0.65082993078663,1,0,0.65082993078663,0.65082993078663,0.0048203083609149,0,0,0,1,0,1,1,0,1,1,0,0,52,1,0
